ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001573302-17-000003	corporationPartnership	8	Paul Walter Rawlinson	22-DEC-2015	Director	NA	true		
0001573302-17-000003	corporationPartnership	7	Wayne Steven Morgan Ralph	22-DEC-2015	Director	NA	true		
0001573302-17-000003	corporationPartnership	10	Jean Robert Desgagne	02-AUG-2016	Director	NA	true		
0001573302-17-000003	corporationPartnership	9	Nicholas Thadaney	22-DEC-2015	Director	NA	true		
0001573302-17-000003	corporationPartnership	6	William Warwick Linton	22-DEC-2015	Director and Chair	NA	true		
0001573302-17-000003	corporationPartnership	5	Denise Chicoyne	22-DEC-2015	Director	NA	true		
0001573302-17-000003	corporationPartnership	4	Ungad Paul Singh Chadda	22-DEC-2015	Director	NA	true		
0001573302-17-000003	corporationPartnership	3	Elias Anastasopoulos	08-AUG-2013	CEO and Director	NA	true		
0001573302-17-000003	corporationPartnership	2	TMX Group Limited	08-FEB-2013	Parent Company (Indirect, Public Company	E	true		
0001573302-17-000003	corporationPartnership	1	TMX Group Inc.	08-FEB-2013	Parent Company (Direct)	E	true		
0000849542-17-000006	corporationPartnership	6	BNY Mellon US Services Holdings LLC f/k/a BNYM GIS Funding	01-JUL-2010	Parent entity	E	true		
0000849542-17-000006	corporationPartnership	5	BNYM GIS (UK) Funding II LLC	01-JUL-2010	Owner of parent entity	E	true		15-FEB-2017
0000849542-17-000006	corporationPartnership	4	BNYM GIS Funding III LLC	01-JUL-2010	Direct parent entity	E	true		16-FEB-2017
0000849542-17-000006	corporationPartnership	3	Bradley Alan Stearns	01-DEC-1999	Compliance Officer	NA			
0000849542-17-000006	corporationPartnership	2	Stephen F. Conlin	01-DEC-1999	Managing Director	NA	true		
0000849542-17-000006	corporationPartnership	1	Michael DeNofrio	01-DEC-1999	Board Director, Managing Director	NA	true		
0000849542-17-000006	corporationPartnership	7	The Bank of New York Mellon	01-JUL-2010	Owner of parent entity	E	true		
0000849542-17-000006	corporationPartnership	13	Daniel G. Kramer	21-APR-2015	Board Director	NA	true		
0000849542-17-000006	corporationPartnership	12	Calvin G. Holmquist	01-JUN-2014	President & Board Chairman	NA	true		
0000849542-17-000006	corporationPartnership	11	Robert F. Mathisen, Jr.	16-JUN-2011	Board Director	NA	true		
0000849542-17-000006	corporationPartnership	10	Stephen P. Farlese	11-OCT-2013	Board Director	NA	true		
0000849542-17-000006	corporationPartnership	9	Joseph G. Bawiec	31-MAR-2009	Managing Director & CFO	NA	true		
0000849542-17-000006	corporationPartnership	8	The Bank of New York Mellon Corporation	01-JUL-2010	Ultimate parent entity	E	true		
0000849542-17-000006	corporationPartnership	14	Ann Fogarty	21-APR-2015	Board Director	NA	true		
0001576747-17-000005	soleProprietorship	5	Christopher Hulse	16-OCT-2000	Director, Chief Operating Officer, EVP			Serves as Director and Officer of LLC	
0001576747-17-000005	soleProprietorship	4	Thomas Forese, Jr.	19-FEB-1979	Director, Chief Executive Officer			Serves as a Director and Officer of LLC	
0001576747-17-000005	soleProprietorship	3	Scott Kingsley	03-FEB-2017	Director			Serves as a Director of the LLC	
0001576747-17-000005	soleProprietorship	2	Joseph Getman	03-FEB-2017	Director			Serves as a Director of the LLC	
0001576747-17-000005	soleProprietorship	6	Kenneth Grant	01-FEB-2003	Director, Executive VP			Serves as Director and Officer of LLC	
0001576747-17-000005	soleProprietorship	7	Ronald Dean	25-MAR-1997	Director			Serves as a Director of the LLC	
0001576747-17-000005	soleProprietorship	19	William Hogan, Jr.	26-MAR-1999	Former Director			Served as a Director of NRS Inc.	02-FEB-2017
0001576747-17-000005	soleProprietorship	18	Richard Chapman, Jr.	31-MAR-1998	Former Director			Served as a Director of NRS Inc.	02-FEB-2017
0001576747-17-000005	soleProprietorship	17	Patrick Centanni	01-MAR-2006	Former Director			Served as a Director of NRS Inc.	02-FEB-2017
0001576747-17-000005	soleProprietorship	16	Richard Holbrook	31-MAR-2000	Former Director			Served as a Director of NRS Inc.	02-FEB-2017
0001576747-17-000005	soleProprietorship	15	Peter Lyons	05-JAN-2009	General Counsel, VP			Still GC, but no longer a control person	02-FEB-2017
0001576747-17-000005	soleProprietorship	14	Charles Rivenburg	26-MAY-1998	Former Chief Technology Officer, VP			Served as an Officer of NRS Inc.	20-DEC-2013
0001576747-17-000005	soleProprietorship	13	Jeffrey Proulx	30-OCT-1987	Former Chief Information Officer, VP			Served as an Officer of NRS Inc.	11-JUL-2013
0001576747-17-000005	soleProprietorship	12	Dennis Murphy	03-NOV-2008	Former Chief Financial Officer, VP			Served as an Officer of NRS Inc.	31-DEC-2015
0001576747-17-000005	soleProprietorship	11	Benefit Plans Administrative Services, Inc.	03-FEB-2017	Sole Owner			Sole Owner	
0001576747-17-000005	soleProprietorship	10	Chris Ellis	09-MAR-2016	Chief Financial Officer			Serves as an Officer of the LLC	
0001576747-17-000005	soleProprietorship	1	Barry S. Kublin	03-FEB-2017	Director			Serves as a Director of the LLC	
0001576747-17-000005	soleProprietorship	8	Peter Brown	08-MAR-2017	Director			Serves as a Director of the LLC	
0001576747-17-000005	soleProprietorship	9	Mark O'Connell	22-MAR-2011	Director			Serves as a Director of the LLC	
0001654954-17-002768	corporationPartnership	1	Issuer Direct Corporation	01-OCT-2008	Direct Owner	E	true		
