ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001576747-17-000005	otherControlManagement	1	Community Bank Systems, Inc.	Community Bank Systems, Inc. owns 100% of the stock of Benefit Plans Administrative Services, Inc.
0001654954-17-002768	otherControlManagement	1	Brian Balbirnie	Named person above is CEO of both Direct Transfer LLC and its parent company, Issuer Direct Corporation.
0001451316-17-000002	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001451316-17-000002	otherControlManagement	3	Franklin Resources, Inc.	100% Owner of Templeton Worldwide, Inc.
0001451316-17-000002	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
0000353291-17-000004	otherControlManagement	1	Franklin Resources, Inc.	100% ownership of Templeton Worldwide, Inc.
0001007444-17-000009	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001049169-17-000129	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., a DST Systems, Inc. company.
0000817712-17-000002	otherControlManagement	1	Thrivent Financial for Lutherans ('TFL')	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001511164-17-000092	otherControlFinance	1	Connect X Capital Markets, LLC	Holding Company - 100% owner of applicant
0001511164-17-000092	otherControlManagement	1	Micah Eldred, Carl Dilley, Christine Zitman, David Lopez	Officers of the applicant
0001458682-17-000001	otherControlFinance	1	Pelle Ojasu	Member of LLC per Operating Agreement dated 6/1/09
0001458682-17-000001	otherControlFinance	2	Ruth Makofske - REMOVED	Became a member of LLC per Operating Agreement effective 6/1/09. Ceased to be a member effective 12/8/11.
0001458682-17-000001	otherControlFinance	4	Robert Kennedy	Member of LLC per Operating Agreement effective 3/1/10.
0001458682-17-000001	otherControlFinance	3	Regina Diane Kennedy - REMOVED	Became a member of LLC per Operating Agreement effective 3/1/10. Regina Diane Kennedy is deceased and all membership units originally owned by Regina Diane Kennedy were transferred to Kara Kennedy effective 2/4/17.
