ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001007444-16-000058	2	mailingAddress	75 State Street, 22nd Floor  Boston MA 02109
0001007444-16-000058	1	principalOfficeAddress	4707 Executive Drive  San Diego CA 92121-3091
0001451217-16-000009	1	principalOfficeAddress	1 Freedom Valley Drive  Oaks PA 19456
0000896852-16-000045	1	principalOfficeAddress	119 Euston Street  Charlottetown A7 C1A 1W3
0000896852-16-000045	2	mailingAddress	Corporate Secretary, Legal Department 5140 Yonge Street, Suite 800 Toronto A6 M2N 6X7
0001676177-16-000001	1	principalOfficeAddress	14542 Ventura Blvd.Suite 205  Sherman Oaks CA 91403
0000737074-16-000010	1	principalOfficeAddress	9800 Fredericksburg Rd.  San Antonio TX 78288
0000810704-16-000014	1	principalOfficeAddress	1 Primerica Parkway  Duluth GA 30099
0000950123-16-017873	2	otherBusinessLocation	2 Journal Square Plaza  Jersey City NJ 07306
0000950123-16-017873	1	principalOfficeAddress	1717 Arch Street Suite 1300 Philadelphia PA 19103
0000950123-16-017873	1	otherBusinessLocation	51 Mercedes Way  Edgewood NY 11717
0000950123-16-017873	3	otherBusinessLocation	400 North Brand Blvd., Suite 900 (9th floor) Glendale CA 91203
0001288777-16-000013	1	otherBusinessLocation	1969 Upper Water Street Purdy's Wharf, Tower II Suite 2008 Halifax A5 B3J 3R7
0001288777-16-000013	1	principalOfficeAddress	100 University Ave 8th floor Toronto A6 M5J 2Y1
0001288777-16-000013	2	otherBusinessLocation	1500 Robert-Bourassa Boulevard 7th Floor Montreal A8 H3A 3S8
0001288777-16-000013	3	otherBusinessLocation	530-8th Avenue S.W. Suite 600 Calgary A0 T2P 3S8
0001288777-16-000013	4	otherBusinessLocation	510 Burrard Street 2nd Floor Vancouver A1 V6C 3B9
0000740583-16-000456	1	principalOfficeAddress	One Security Benefit Place  Topeka KS 66636-0001
0001077223-16-000026	1	principalOfficeAddress	77 North Capitol Street, NE  Washington DC 20002
