ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0000275143-11-000008	3	otherBusinessLocation	12 Water Street  Rockland ME 04841
0000275143-11-000008	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000275143-11-000008	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-11-000008	1	otherBusinessLocation	30 Dan Road  Canton MA 02021
0000862124-11-000014	11	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-11-000014	12	otherBusinessLocation	397 Williams Street  Marlborough MA 01752
0000862124-11-000014	13	otherBusinessLocation	5411 Page Road  Durham NC 27703
0000862124-11-000014	14	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051-3978
0000862124-11-000014	15	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-11-000014	16	otherBusinessLocation	4008 E. Chapel Hill  Durham NC 27707
0000862124-11-000014	17	otherBusinessLocation	617 Davis Drive  Morrisville NC 27560
0000862124-11-000014	18	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-11-000014	10	otherBusinessLocation	11000 Weston Parkway  Cary NC 27513
0000862124-11-000014	9	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-11-000014	6	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-11-000014	7	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-11-000014	8	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-11-000014	5	otherBusinessLocation	400 Puritan Way  Marlborough MA 01752
0000862124-11-000014	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-11-000014	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015-4399
0000862124-11-000014	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015-4399
0000862124-11-000014	2	mailingAddress	82 Devonshire Street C6A - Attn: Transfer Agent Compliance Boston MA 02109-3614
0000862124-11-000014	1	principalOfficeAddress	82 Devonshire Street  Boston MA 02109
0000862124-11-000014	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000948010-11-000006	1	principalOfficeAddress	55 BEATTIE PLACE  GREENVILLE SC 29601
0000948010-11-000006	2	mailingAddress	PO BOX 909  GREENVILLE SC 29602
0000831495-11-000007	1	principalOfficeAddress	2005 Market Street  Philadelphia PA 19103
0000868275-11-000005	1	principalOfficeAddress	1300 N. STATE ST.  BELLINGHAM WA 98225
0000737074-11-000004	1	principalOfficeAddress	9800 Fredericksburg Rd.  San Antonio TX 78288
0000896852-11-000025	2	mailingAddress	PO Box 4739  Houston TX 77210-4739
0000896852-11-000025	1	principalOfficeAddress	11 Greenway Plaza Suite 2500  Houston TX 77046-1188
0000896852-11-000022	2	mailingAddress	Corporate Secretary, Legal Department 5140 Yonge Street, Suite 800 Toronto A6 M2N 6X7
0000896852-11-000022	1	principalOfficeAddress	119 Euston Street  Charlottetown A7 C1A 1W3
0001380486-11-000008	2	mailingAddress	4211 South 102nd Street  Omaha NE 68127
0001380486-11-000008	1	principalOfficeAddress	1005 N ameritrade Place  Bellevue NE 68005
0001380486-11-000008	1	otherBusinessLocation	4600 Alliance Gateway Freeway  Fort Worth TX 76177
0000810704-11-000020	1	principalOfficeAddress	3100 Breckinridge Boulevard  Duluth GA 30099
0000810704-11-000020	1	otherBusinessLocation	100 Citibank Drive  San Antonio TX 78245
0001527906-11-000004	1	principalOfficeAddress	1001 Society Drive  Claymont DE 19703
0000817712-11-000018	2	mailingAddress	625 Fourth Avenue South  Minneapolis MN 55415
0000817712-11-000018	1	principalOfficeAddress	4321 N. Ballard Road  Appleton WI 54919
0001018490-11-000019	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0001064418-11-000003	1	principalOfficeAddress	1301 Fifth Avenue Suite 3800 Seattle WA 98101
0001419454-11-000014	2	mailingAddress	82 Devonshire Street C6A - Attn: Transfer Agent Compliance Boston MA 02109
0001419454-11-000014	2	otherBusinessLocation	GKS TECHNOLOGIES PARK, SEZ 1/124, SIVAJI GARDENS, MANAPAKKAM Chennai K7 600 089
0001419454-11-000014	1	principalOfficeAddress	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560 071
0001419454-11-000014	1	otherBusinessLocation	Manyata Embassy Bus. Park: Outer Ring Rd Hebbal - Krishnarajpuram Section Bangalore K7 560 045
0001133702-11-000008	3	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0001133702-11-000008	4	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-11-000008	5	otherBusinessLocation	200 Liberty Street  New York NY 10281
0001133702-11-000008	2	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0001133702-11-000008	2	mailingAddress	82 Devonshire Street Attention: FI Compliance Boston MA 02109
0001133702-11-000008	1	principalOfficeAddress	1000 Plaza 5  Jersey City, NJ X1 07311
0001133702-11-000008	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-11-000012	16	otherBusinessLocation	4008 E. Chapel Hill  Durham NC 27707
0000862124-11-000012	18	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-11-000012	17	otherBusinessLocation	617 Davis Drive  Morrisville NC 27560
0000862124-11-000012	15	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-11-000012	14	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051-3978
0000862124-11-000012	13	otherBusinessLocation	5411 Page Road  Durham NC 27703
0000862124-11-000012	12	otherBusinessLocation	397 Williams Street  Marlborough MA 01752
0000862124-11-000012	11	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-11-000012	10	otherBusinessLocation	11000 Weston Parkway  Cary NC 27513
0000862124-11-000012	9	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-11-000012	8	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-11-000012	7	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-11-000012	6	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-11-000012	5	otherBusinessLocation	400 Puritan Way  Marlborough MA 01752
0000862124-11-000012	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-11-000012	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015-4399
0000862124-11-000012	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015-4399
0000862124-11-000012	2	mailingAddress	82 Devonshire Street C6A - Attn: Transfer Agent Compliance Boston MA 02109-3614
0000862124-11-000012	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-11-000012	1	principalOfficeAddress	82 Devonshire Street  Boston MA 02109
0001523158-11-000004	1	principalOfficeAddress	1500 NW 62 Street Suite 414 Fort Lauderdale FL 33309
0000883757-11-000007	1	otherBusinessLocation	505-3rd Street SW, Suite 850  Calgary A0 T2P 3E6
0000883757-11-000007	1	principalOfficeAddress	200 University Avenue, Suite 400  Toronto A6 M5H 4H1
0000883757-11-000007	2	otherBusinessLocation	1185 West Georgia Street Suite 1620 Vancouver A1 V6E 4E6
0001018490-11-000017	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0000849542-11-000006	1	otherBusinessLocation	760 Moore Road  King of Prussia PA 19406
0000849542-11-000006	3	otherBusinessLocation	400 Bellevue Parkway  Wilmington DE 19809
0000849542-11-000006	2	otherBusinessLocation	100 Freight Street  Pawtucket RI 02860
0000849542-11-000006	1	principalOfficeAddress	4400 Computer Drive  Westborough MA 01581
0001077223-11-000013	1	principalOfficeAddress	777 North Capitol Street, NE  Washington DC 20002
0001077223-11-000012	1	principalOfficeAddress	777 North Capitol Street, NE  Washington DC 20002
0001077223-11-000011	1	principalOfficeAddress	777 North Capitol Street, NE  Washington DC 20002
0001077223-11-000010	1	principalOfficeAddress	777 North Capitol Street, NE  Washington DC 20002
0001526177-11-000020	1	principalOfficeAddress	750 EAST SAMPLE ROAD  POMPANO BEACH FL 33064
0001526177-11-000020	2	mailingAddress	PO BOX 5163  LIGHTHOUSE POINT FL 33074
0000831495-11-000006	1	principalOfficeAddress	2005 Market Street  Philadelphia PA 19103
0000027048-11-000005	6	otherBusinessLocation	4900 Main  Kansas City MO 64112
0000027048-11-000005	1	otherBusinessLocation	7201 E 64th Ct  Kansas City MO 64133
0000027048-11-000005	1	principalOfficeAddress	210 W 10th Street  Kansas City MO 64105
0000027048-11-000005	2	mailingAddress	Attn: Legal Department 333 W 11th Street 5th Floor Kansas City MO 64105
0000027048-11-000005	2	otherBusinessLocation	330 W 9th Street  kansas City MO 64105
0000027048-11-000005	3	otherBusinessLocation	816 Broadway  Kansas City MO 64105
0000027048-11-000005	4	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
0000027048-11-000005	5	otherBusinessLocation	430 W 7th Street  Kansas City MO 64105
0001136830-11-000009	1	principalOfficeAddress	1400 31st Ave SW, Suite 60  Minot ND 58701
0001136830-11-000009	2	mailingAddress	PO Box 1988  Minot ND 58702-1988
0001144204-11-042293	1	principalOfficeAddress	10 Mechanic Street Suite 240 Red Bank NJ 07701
0000005076-11-000005	4	otherBusinessLocation	14636 North Scottsdale Rd.  Scottsdale AZ 85254
0000005076-11-000005	1	otherBusinessLocation	3500 Wiseman Blvd.  San Antonio TX 78251-4321
0000005076-11-000005	2	mailingAddress	P.O. Box 25065  Santa Ana CA 92799-5065
0000005076-11-000005	1	principalOfficeAddress	6455 Irvine Center Drive  Irvine CA 92618
0000005076-11-000005	3	otherBusinessLocation	12711 N. Meridan Street  Carmel IN 46032
0000005076-11-000005	2	otherBusinessLocation	5300 Robin Hood Road  Norfolk VA 23513-2430
0001316141-11-000010	1	principalOfficeAddress	4626 South Broadway  Englewood CO 80113
0000896852-11-000020	1	principalOfficeAddress	119 Euston Street  Charlottetown A7 C1A 1W3
0000896852-11-000020	2	mailingAddress	Corporate Secretary, Legal Department 5140 Yonge Street, Suite 900 Toronto A6 M2N 6X7
0001144204-11-040007	1	principalOfficeAddress	2850 Quarry Lake Drive 3rd Floor Baltimore MD 21209
0000810704-11-000018	1	principalOfficeAddress	3100 Breckinridge Boulevard  Duluth GA 30099
0000810704-11-000018	1	otherBusinessLocation	100 Citibank Drive  San Antonio TX 78245
0001029661-11-000008	1	principalOfficeAddress	8515 East Orchard Rd.  Greenwood Village CO 80111
0001007444-11-000012	1	principalOfficeAddress	9785 Towne Centre Drive  San Diego CA 92121
0000088525-11-000402	1	principalOfficeAddress	805 King Farm Blvd. Suite 600 Rockville MD 20850
0001523158-11-000002	1	principalOfficeAddress	1500 NW 62nd Street Suite 414 Fort Lauderdale FL 33309
