ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001018490-20-000012	corporationPartnership	4	Deutsche Asset Management US Holding Corporation (DeAM US Holding Corp.)	01-AUG-2017	100% owner of DIMA	E	true		01-MAY-2018
0001018490-20-000012	corporationPartnership	1	Kristine Lyons	22-SEP-2005	Director and Vice President	NA	true		
0001018490-20-000012	corporationPartnership	12	Nicole Grogan	26-JUL-2019	Director and Vice President	NA	true		
0001018490-20-000012	corporationPartnership	11	Hepsen Uzcan	25-JUN-2018	Director and Vice President	NA	true		
0001018490-20-000012	corporationPartnership	10	DWS USA Corporation	01-MAY-2018	100% owner of DIMA	E	true		
0001018490-20-000012	corporationPartnership	9	DB Beteiligungs - Holding GmbH	02-APR-2018	77,5% owner of DWS Group GmbH & Co KGaA	E	true		
0001018490-20-000012	corporationPartnership	8	DWS Group GmbH & Co KGaA	02-APR-2018	100% owner of DeAM US Holding Corp.	E	true		
0001018490-20-000012	corporationPartnership	7	Deutsche Bank AG	02-APR-2018	owner of DB Beteiligungs - Holding GmbH	E	true		
0001018490-20-000012	corporationPartnership	2	Nancy Tanzil	13-MAY-2014	Chief Financial Officer and Treasurer	NA			
0001018490-20-000012	corporationPartnership	3	DWS Investment Management Americas Inc.	06-FEB-1998	100% owner of Registrant	E	true		
0001018490-20-000012	corporationPartnership	5	Michael Sharkey	01-NOV-2017	Director and President	NA	true		
0001018490-20-000012	corporationPartnership	6	Anjie Larocca	14-JUN-2017	Secretary	NA	true		
0001018490-20-000011	corporationPartnership	2	Deutsche Bank Trust Corporation (DBTC)	12-DEC-1991	Owner of 100% DBHold	E			
0001018490-20-000011	corporationPartnership	1	Deutsche Bank Holdings, Inc. (DBHold)	12-DEC-1991	Owner of 100% Registrant	E			
0001018490-20-000011	corporationPartnership	6	Edward McMahon	02-MAY-2019	Director	NA	true		
0001018490-20-000011	corporationPartnership	5	Heiko Roessle	27-MAR-2019	Director	NA	true		
0001018490-20-000011	corporationPartnership	4	Deutsche Bank AG	04-JUN-1999	Owner of 100% DB USA Corporation	E			
0001018490-20-000011	corporationPartnership	3	DB USA Corporation	01-JUL-2016	Owner of 100% of DBTC	E			
0001018490-20-000011	corporationPartnership	7	Jiten Nandan Trasy	26-JUL-2019	Director and President	NA	true		
0001809901-20-000008	corporationPartnership	1	Chee Ping Yap	04-JUN-2020	Chief Executive Officer	NA	true		
0001809901-20-000008	corporationPartnership	2	Yim Lan Phyllis Lee	04-JUN-2020	Managing Director Registry Services	NA	true		
0001809901-20-000008	corporationPartnership	3	Sui Lut Richard Houng	04-JUN-2020	Managing Director Head of Operations	NA	true		
0001809901-20-000008	corporationPartnership	4	Chi Kong Cheung	04-JUN-2020	Director Head Rsk Mgt & Compliance	NA	true		
0001809901-20-000008	corporationPartnership	9	ACN 081 035 752 Pty Limited	04-JUN-2020	Indirect Owner	E	true		
0001809901-20-000008	corporationPartnership	6	Siu Yuk Paulina Lam	04-JUN-2020	Head of People	NA	true		30-NOV-2020
0001809901-20-000008	corporationPartnership	10	Computershare Limited	04-JUN-2020	Indirect Owner	E	true		
0001809901-20-000008	corporationPartnership	7	Aaron D'Souza	04-JUN-2020	Interim Head of Service Ops	NA	true		
0001809901-20-000008	corporationPartnership	8	Computershare Hong Kong Investor Services Limited	04-JUN-2020	Direct Owner	E	true		
0001809901-20-000008	corporationPartnership	5	Cheuk Fong Chan	04-JUN-2020	Chief Financial Officer Asia	NA	true		
0001667731-20-000462	corporationPartnership	1	Jeremi Gallant	02-JUN-2020	Director	E	true		
0001288777-20-000006	corporationPartnership	9	Matthew John Cox	23-JUL-2008	SVP, Chief Financial Officer	NA	true		
0001288777-20-000006	corporationPartnership	8	Nathalie Clark	17-AUG-2020	SVP, General Counsel, Secretary	NA	true		
0001288777-20-000006	corporationPartnership	11	Mark Jacobs	18-NOV-2008	Senior Vice President	NA	true		
0001288777-20-000006	corporationPartnership	12	Dennis Massicotte	18-NOV-2008	Senior Vice President	NA	true		31-MAR-2020
0001288777-20-000006	corporationPartnership	13	Jason Murray	01-JUL-2010	Senior Vice President	NA	true		24-FEB-2016
0001288777-20-000006	corporationPartnership	14	David Nugent	18-NOV-2008	Senior Vice President	NA	true		
0001288777-20-000006	corporationPartnership	15	Mark McDougall	01-JUL-2014	Chief Information Officer	NA	true		11-NOV-2015
0001288777-20-000006	corporationPartnership	16	Irvin Steltz	12-NOV-2014	CIO - North America	NA	true		11-NOV-2015
0001288777-20-000006	corporationPartnership	17	Claude Baksh	25-MAY-2015	CCO, NA CRO, CPO, CAMLO	NA	true		04-DEC-2020
0001288777-20-000006	corporationPartnership	18	Cheryl Storey	04-DEC-2020	CCO, CRO, CPO, CAMLO	NA	true		
0001288777-20-000006	corporationPartnership	19	Richard Barber	20-JUL-2015	Senior Vice President	NA	true		09-JUL-2020
0001288777-20-000006	corporationPartnership	20	Computershare Canada Inc.	31-DEC-2002	Parent Company	E	true		
0001288777-20-000006	corporationPartnership	21	ACN 081 035 752 Pty. Ltd.	27-FEB-2004	Parent Company (Indirect)	E	true		
0001288777-20-000006	corporationPartnership	22	Computershare Limited	09-JAN-2001	Parent Company (Indirect)	E	true		
0001288777-20-000006	corporationPartnership	23	Carlos Leira	11-NOV-2015	Chief Information Officer - NA	NA	true		
0001288777-20-000006	corporationPartnership	24	Carl Teasdale	12-NOV-2014	Head of Vendor Management	NA	true		
0001288777-20-000006	corporationPartnership	25	Diane Medeiros	24-FEB-2016	Senior Vice President	NA	true		
0001288777-20-000006	corporationPartnership	26	Bryan Boyd	24-MAY-2016	Director	NA	true		
0001288777-20-000006	corporationPartnership	27	Laurel Savoy	01-NOV-2016	Director	NA	true		
0001288777-20-000006	corporationPartnership	10	Antonietta De Luca	01-OCT-2014	Senior Vice President	NA	true		
0001288777-20-000006	corporationPartnership	7	Lindsay Ann Horwood	20-NOV-2000	SVP, General Counsel, Secretary	NA	true		17-AUG-2020
0001288777-20-000006	corporationPartnership	6	Stuart Swartz	18-NOV-2008	CEO, President, Director	NA	true		
0001288777-20-000006	corporationPartnership	5	Edward (Ted) P. Nash	01-FEB-2015	Director	NA	true		
